"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TCFL5",0.0329364660888161,0.907304351360794,0.160983344099185,0.874975469333928,0.925062093001138,-6.29912560108937
"UBL7",-0.0319768012662287,1.05935396299527,-0.160915323209522,0.87502780215565,0.925062093001138,-6.33835644112463
"PPP3CB-AS1",-0.0491439149369205,-0.0628506861745726,-0.160555683718266,0.875304506163767,0.925136943931376,-6.0391886930951
"ATP5SL",0.0313862256302984,1.51596706004073,0.160528428545391,0.875325476803852,0.925136943931376,-6.45034542993472
"PYROXD1",-0.0280691196828227,2.05925422506613,-0.160504496611627,0.875343890563793,0.925136943931376,-6.57135126425717
"PPP1R3C",0.042307947027469,2.50252387449276,0.160218568252313,0.875563896119593,0.92528303769433,-6.6667098445329
"TRAPPC2B",0.0200261324162088,3.63086664139729,0.159824157463322,0.875867390687365,0.925497687586081,-6.88131337422289
"CEP162",-0.0379106504329743,4.27906668658692,-0.159742016585184,0.875930599766623,0.925497687586081,-6.97210777456142
"FRMD4B",0.0158644121136478,6.2852187350572,0.159531670821974,0.876092469225784,0.925582286581676,-7.13641125424116
"POLR3D",0.0350105810507029,0.64450058471237,0.159341557986174,0.876238773719363,0.925648475499276,-6.22884643179974
"ABHD5",0.01635662077648,4.38236543246198,0.15923765828273,0.876318733499624,0.925648475499276,-6.98442992353511
"DUSP18",0.0222314000517159,3.02701575581651,0.158831297404277,0.876631477033487,0.92580432303849,-6.77385208631033
"HSPA4",0.0175630962914815,4.31177669867765,0.158786390676632,0.876666039504713,0.92580432303849,-6.97631257416711
"KIAA2022",0.0239071360567409,3.40448489618339,0.158727014865004,0.87671173852032,0.92580432303849,-6.84352341991336
"WWOX",0.0368557227486325,0.625732350818649,0.158541341369448,0.876854646466348,0.925868824632954,-6.22375260234511
"NEMF",-0.0215093760298819,6.49212011820572,-0.157638559534479,0.877549558677651,0.926461432325478,-7.14846027096987
"PSAT1",0.0149366711410375,5.11513951466503,0.157580285727675,0.877594418375267,0.926461432325478,-7.05543813090367
"RGAG1",0.0499114634709937,-0.0422317626290473,0.157493120872547,0.877661519495961,0.926461432325478,-6.04509657278957
"AGGF1",-0.0202892927351961,4.62308003958889,-0.156821198830755,0.878178811102136,0.926850881627339,-7.01065821590967
"APBB1",-0.047209303650105,0.11627772195729,-0.156742938822002,0.878239064873861,0.926850881627339,-6.08658367464912
"ASB16-AS1",0.0381206228083919,0.921015424352109,0.156694712515971,0.878276195564148,0.926850881627339,-6.30349796442204
"RAP2C",-0.0161571105128333,4.67751413997895,-0.156404384962155,0.878499732758261,0.926912012914956,-7.01609653672955
"ATP8A2",0.0446260091601823,0.228854613634548,0.156355631058561,0.878537271823896,0.926912012914956,-6.11710857296443
"KIAA1522",0.0222459463293188,2.35220878043416,0.156300294554733,0.878579879674141,0.926912012914956,-6.63533635296777
"CWC22",-0.0171810328323234,5.95196733026157,-0.155548601952721,0.879158705514597,0.927354365861517,-7.11672395499783
"FARSA",0.0367210625473202,0.649170347129026,0.155542917670365,0.879163082863145,0.927354365861517,-6.23077566986283
"COX10-AS1",-0.0239413967685818,2.54727884175272,-0.15535951646688,0.879304318602246,0.92741688711637,-6.67683962021491
"CIPC",0.0155451017595789,5.88485186818264,0.154978568412167,0.879597697499976,0.927639849679581,-7.11242267557283
"GYS1",0.0251683871323733,1.8471100984773,0.154817984366594,0.87972137347031,0.927683815546743,-6.52597984013679
"SLC39A13",-0.0518252745060189,-0.380236176979772,-0.154117362782917,0.880261005698874,0.928166366553235,-5.95827741695952
"RPAIN",0.0149996467900948,5.77179726909107,0.153912574168595,0.880418749807085,0.928246194005513,-7.10507731372516
"PKNOX1",0.0212307385919166,2.64040099425477,0.153415950369178,0.880801310490757,0.928563013901325,-6.69674439732281
"FBXO25",0.0325717256630497,0.974849310786246,0.152672388321362,0.881374152566675,0.929032401961736,-6.31832911502713
"GHRLOS",0.0422446430390991,-0.055059616842557,0.152543300603519,0.881473609281405,0.929032401961736,-6.0424886949431
"ZC4H2",-0.033102337066139,2.24405319850394,-0.152518296905239,0.881492873836606,0.929032401961736,-6.61249195161574
"CSRP2BP",-0.0216705040515741,2.49433868867438,-0.151532331151601,0.882252592664075,0.929661228166641,-6.66627883168004
"RHNO1",0.0204393812174484,4.04997767897793,0.151462481746088,0.882306418603235,0.929661228166641,-6.94441592591136
"ZC3H13",0.0185235564345811,5.36115598532649,0.151424084353667,0.882336007890549,0.929661228166641,-7.07595472376386
"EIF2D",-0.0170739022264499,3.74649926194034,-0.151243065352228,0.882475504861765,0.929721632915351,-6.90072946304663
"GAB2",-0.0266552710418084,2.11290701215856,-0.151083335055292,0.882598599767141,0.929731990146496,-6.58439075148295
"BLMH",0.017922652311956,3.23152686929358,0.151017064042474,0.882649671953483,0.929731990146496,-6.81382785713
"UBE2G1",-0.0169134468837182,3.99028618705108,-0.150882555082503,0.882753333865123,0.92975462837977,-6.93635421513362
"CPNE2",0.0255106581234497,1.79955123823624,0.150702778458172,0.882891885742044,0.92976716622212,-6.51614984931804
"METTL20",-0.0367915852829986,0.935553006886622,-0.150617468677067,0.882957634484749,0.92976716622212,-6.3081736021888
"GNE",0.0233831386220495,1.94873411797515,0.15051927973291,0.883033310409916,0.92976716622212,-6.54884406964152
"SLC25A23",0.0284505267483997,1.70513523128339,0.150440636875496,0.883093922703413,0.92976716622212,-6.49501986673438
"CDKL5",0.0502049653027978,0.289584741749828,0.150300758739722,0.883201732698931,0.929794157563119,-6.13430375677494
"GOLGA5",0.0158087172381816,4.61361287899041,0.15014770940786,0.883319697115381,0.929831832994747,-7.01081566520189
"AGPAT5",-0.0139542914438806,5.48515370300322,-0.150003845813008,0.883430584213526,0.929862052128004,-7.08549314975884
"HMG20A",-0.0126583636049862,6.92811466984737,-0.149799413184655,0.883588161150638,0.92992526716508,-7.17251576051414
"ALG6",0.0199773743330862,4.56226891523822,0.149712684861289,0.883655013041002,0.92992526716508,-7.00564577819573
"RAB2A",-0.013554868048411,6.18736161767059,-0.149026136804176,0.884184250990572,0.930383670753105,-7.13241853982507
"YAF2",-0.0211932742888097,5.11502606208753,-0.148934287390476,0.884255059238081,0.930383670753105,-7.05685687147317
"MKNK1",0.0273862623684675,1.33215559353344,0.148660289085277,0.884466295363111,0.930519398608424,-6.40907358037323
"CAMSAP2",-0.0181880079689964,5.67967245567792,-0.148531812287897,0.884565346427673,0.930537085796683,-7.09962167116905
"PIBF1",0.0183902746852436,5.71455502799687,0.148182802969371,0.884834430631145,0.930692148013887,-7.10212077146194
"ZNF214",0.0186069580621617,3.93172109886545,0.148127261817716,0.884877253940203,0.930692148013887,-6.92877858412639
"BNIP3L",0.0154779285347946,9.60463489037467,0.147720791180331,0.885190662363998,0.930901112256205,-7.2770272005558
"PLEKHA1",0.0163310363310929,4.40080902864849,0.14765619060337,0.885240474403603,0.930901112256205,-6.98837961960343
"BAZ2B",0.0244545370196496,6.54854311293873,0.147195907815159,0.885595402961358,0.931121356867743,-7.15326056377447
"LOC102546226",0.0594662042500004,-0.12938293104432,0.147171145974852,0.885614497800322,0.931121356867743,-6.02402288294718
"LOC101928909",-0.0449725161124867,-0.223408926657222,-0.146909126521354,0.88581655604567,0.931247266715299,-5.99962546371916
"RERE",0.0198605061065709,3.80426277253249,0.146676896217168,0.885995649237109,0.931349012552758,-6.91031337314331
"LINC00987",-0.030673370656216,0.609021882526598,-0.146411721444567,0.886200156913052,0.931477452435781,-6.22093731276805
"WASL",0.0134188828473203,5.21908429097605,0.146175879232191,0.886382050031342,0.931571693114122,-7.06577546584688
"LOC101927027",-0.0277658371267644,2.49792712434903,-0.146081971614453,0.886454478105148,0.931571693114122,-6.66799041884089
"ZNF625-ZNF20",-0.0394338726359958,-0.0729963220796201,-0.145200426074635,0.887134439799861,0.93219968298063,-6.03879949357232
"IFNAR2",-0.0386317088435216,0.30315873338366,-0.14504330371895,0.887255642792582,0.932240467842703,-6.13827545205363
"FAM160B1",0.0151582661879033,4.10220636995547,0.14432024337651,0.887813444716148,0.932714728029378,-6.95264387466462
"GSTA4",-0.0133556875690708,5.95126758780431,-0.144159638853818,0.887937351015399,0.932714728029378,-7.11852266488353
"ZNF565",-0.0217363996924149,2.62860933767386,-0.144137653575094,0.887954312888419,0.932714728029378,-6.69559792098182
"OSGEPL1",0.0205686431310754,4.64890710448953,0.143919174154902,0.888122875226363,0.932805191978678,-7.01531067494601
"FAM53C",-0.0212831988027959,3.21205744069268,-0.143793935817574,0.888219502335644,0.932820091788362,-6.81132374671978
"MED13L",-0.0135660245219444,5.12078143205482,-0.143529391240231,0.888423616802635,0.932880869244235,-7.05817832443033
"CPEB4",0.0131201976015838,7.55303811457023,0.143400801314942,0.888522835882383,0.932880869244235,-7.20260434115372
"PDSS2",0.0175955661751375,3.5982596563999,0.143330785134269,0.888576860710376,0.932880869244235,-6.87860480232616
"RNF220",0.0328795504834815,0.674564548121664,0.143291518353079,0.888607159409135,0.932880869244235,-6.23947443161368
"LINC01420",0.0139984862498741,5.82682499025941,0.142927747493862,0.888887857983289,0.933088979782996,-7.11051040411897
"CHST15",0.02176327324969,2.1559177212361,0.142499017620245,0.889218701621247,0.933349685421559,-6.59523247575526
"RUNDC3B",0.0376128724505822,1.13817388942023,0.142050569151695,0.889564785285167,0.933626337584795,-6.36207881037601
"PCDHA11",0.0404922315808501,-0.18682423691272,0.141820986193874,0.889741971918,0.93372569210278,-6.00994356985897
"BCKDHA",-0.0322056511613904,1.75252974555766,-0.141128647370997,0.890276340397877,0.934199832291753,-6.50696858665162
"U2AF2",-0.0470311447263779,-0.318435215799759,-0.14091227838843,0.890443352316987,0.93423384025685,-5.97575723582414
"AFF2",-0.0187998038226036,2.81675093441177,-0.140790071135937,0.890537684679636,0.93423384025685,-6.73492000583925
"PCAT2",0.0432672376625044,0.215825640432184,0.140765764519891,0.890556447283286,0.93423384025685,-6.115993504151
"NUBPL",0.0165836879387715,3.92401851477735,0.140571412792137,0.890706472504042,0.934304601500253,-6.92888967407146
"PRIM1",0.0273809798588611,1.15181439345544,0.140426194296285,0.890818573397901,0.934306796795197,-6.36580878538693
"ZCCHC18",-0.0439547948202271,-0.185917162126749,-0.140354769823116,0.890873710174404,0.934306796795197,-6.0101154649827
"RPS14P3",0.0351103918356803,0.286872088632706,0.13961744987186,0.891442926141158,0.934792983871916,-6.13519387834691
"NISCH",-0.0324673679611927,1.20722937962259,-0.13954025260394,0.891502526642673,0.934792983871916,-6.37958781096905
"RPS10",0.0337445337897737,1.02796502155383,0.139080105423521,0.891857799835206,0.935078855183039,-6.33380993918102
"TTN-AS1",0.0354847279770899,0.807138754145388,0.138939030206781,0.891966726990059,0.935106413035534,-6.27601951146389
"DACH1",0.0142078165097423,4.21894876909616,0.138755932847639,0.892108103790634,0.935167981692702,-6.96815388186741
"MGAT4B",0.0439789960979048,0.838500289376853,0.138192207805468,0.892543402966329,0.935468233279706,-6.28379005501313
"IPMK",0.0218841263512624,2.52638460599926,0.138170870018119,0.89255988037894,0.935468233279706,-6.67526155279459
"MDP1",-0.0368475059142734,-0.0696415145231272,-0.137873196626875,0.892789754484007,0.935622494395345,-6.04072306565354
"ZMYM2",0.0197054053225392,6.13232141413512,0.137720716938955,0.892907508761488,0.935659238899448,-7.13083049941818
"RIMS3",-0.030680375739266,1.34600273976426,-0.137358289827796,0.893187408254999,0.935797751152391,-6.41403598791206
"BMP4",-0.0271074125325605,2.98796780999143,-0.137249727229081,0.893271253213247,0.935797751152391,-6.76963154786065
"UFC1",0.0121182517113452,5.75941424831959,0.137228296541128,0.893287804701456,0.935797751152391,-7.10687113747961
"EVC",-0.0439474320489761,-0.266692302340977,-0.137109445137379,0.893379597750704,0.93579848587315,-5.98967577823354
"ASTN1",0.0214102283443927,2.88877772104789,0.137013223127373,0.893453914528293,0.93579848587315,-6.75007415589933
"ZDHHC7",0.0429064571364777,0.593549642991977,0.136301295394429,0.894003802811635,0.936287766458131,-6.21870682801988
"GAS1",0.0530237247625222,-0.396735943330729,0.136090021144303,0.894167000828272,0.93637201428708,-5.95694633227125
"TBCE",-0.0159675409148439,3.85190746444579,-0.135719689537179,0.89445307442228,0.936584909965583,-6.9190917565063
"NEFH",0.0289096553659243,1.13659427068306,0.134445376710824,0.895437574248748,0.937529023098417,-6.36279799017537
"XRCC1",-0.0357299464672724,0.120760981046906,-0.133557217214771,0.896123850989407,0.938160748884636,-6.09148692459838
"BRAF",0.023700338184065,2.64076501963926,0.133059066126976,0.896508808829778,0.938392352293596,-6.69999868029904
"CTNNA2",-0.0209415551266554,2.45721388046468,-0.133010632374209,0.896546238620813,0.938392352293596,-6.66108502133629
"DHFRL1",0.018322095351802,2.73523372994734,0.132948989033964,0.896593877211318,0.938392352293596,-6.7195651769748
"SNX18",-0.0175107817222138,2.61971976642695,-0.132622716836377,0.896846030699355,0.938512709216916,-6.69547247783509
"DIAPH1",0.0181070362053584,3.33173412003197,0.132519338878873,0.896925926936235,0.938512709216916,-6.83467434332068
"IGF2BP2",-0.017863446548215,3.11604902706044,-0.132478220967125,0.896957705476954,0.938512709216916,-6.79490432303428
"GPX4",0.0182941406268839,2.92520427187291,0.132332886097636,0.897070031027932,0.938521946390378,-6.7580256832035
"TM9SF1",0.014036826210841,4.08883121119471,0.132233736159574,0.897146662791779,0.938521946390378,-6.95265361064171
"ZNF350",0.0144330230981637,3.93325714441072,0.132069363885398,0.897273706501617,0.938521946390378,-6.93142067968796
"CCPG1",0.0214099340066021,4.12525805467863,0.132037527332291,0.897298313393823,0.938521946390378,-6.95744554541711
"SLIT2",0.0121100210228002,5.31784656834512,0.131888786598668,0.897413278560772,0.938527272585947,-7.0756468985411
"CSF1",-0.0399453859178858,0.197558613348945,-0.131777052380126,0.8974996421465,0.938527272585947,-6.11198747265985
"ADIPOR2",0.0259416151864591,1.79882748042997,0.131709001567171,0.897552241860586,0.938527272585947,-6.51880852033011
"PKNOX2",0.018600630271544,2.15510034153261,0.130772513431918,0.898276150109657,0.939197434715466,-6.5967377976235
"ZSCAN26",0.0119474797103809,5.52597505955728,0.130639931060761,0.898378644504402,0.939217810456187,-7.09140203875506
"LDLRAP1",0.0293137459812167,0.589468536542929,0.13041882132134,0.898549580339093,0.939264007323881,-6.21822892019193
"TNKS",-0.011282097133682,6.07457175934422,-0.130368021273875,0.898588853670439,0.939264007323881,-7.12829985853933
"SPOPL",-0.0208258756483364,4.04957543392572,-0.12986238613842,0.89897977375301,0.93941914495146,-6.94764363326364
"ZNF137P",0.029038229445647,0.627231573416817,0.129813334417739,0.899017698441073,0.93941914495146,-6.22868536392054
"C1orf61",-0.0143912786129912,4.04086945081325,-0.129769438326367,0.899051637240236,0.93941914495146,-6.94643586382963
"NSRP1",0.0138327852458975,4.98196630161011,0.12963845961098,0.899152906283293,0.93941914495146,-7.04852151337343
"TMEM130",-0.0380506606280983,-0.282645161524822,-0.12955112189369,0.899220434378844,0.93941914495146,-5.98669024029112
"BIRC2",0.0122262311235133,6.27532426929453,0.129345542454421,0.899379388320761,0.93941914495146,-7.14054866803862
"TRIM65",0.0334069840717919,0.391683069994549,0.129322087601251,0.899397523896372,0.93941914495146,-6.16489981255826
"MCMDC2",0.0386842099644021,-0.259209131545914,0.129316988181929,0.899401466836869,0.93941914495146,-5.99297728653494
"WDR26",0.0121970870138126,5.7085668946583,0.128481820489102,0.900047267958006,0.940006907600595,-7.10465329713197
"MRPS36",0.0181605710794073,2.31431369150634,0.12832196106389,0.900170889342945,0.940049249000039,-6.63147034207017
"VANGL1",-0.0444302708284694,0.0390250731806731,-0.128073084131532,0.90036335461969,0.940163469686396,-6.07017457910319
"OSER1",0.0116629380642603,5.63928673540439,0.127562967083813,0.900757866899566,0.940469304435813,-7.09989601702397
"CASK",0.013777590466729,4.59182439635423,0.127479428254081,0.900822476489204,0.940469304435813,-7.01200853070126
"SCAF4",0.0232544556220717,2.23440872431042,0.127308289060109,0.900954839227974,0.940520712783884,-6.61440689007607
"TLE4",0.0203723002269216,2.5720779631867,0.126567282372767,0.901527985904411,0.941032210379005,-6.68647588598952
"HSPBAP1",-0.0237725289490409,1.7373413541617,-0.125983081380224,0.901979889270991,0.941318437630949,-6.50575757120661
"PIP5K1A",-0.0169594968272371,4.09097139925957,-0.125869663170289,0.902067627095326,0.941318437630949,-6.95377075588303
"SRRM4",0.0554346569608907,-0.469112284506399,0.12572167953301,0.902182106019963,0.941318437630949,-5.94010432215855
"CASC4",0.0124182945635241,6.37448642653376,0.125689949032356,0.902206652776029,0.941318437630949,-7.14680839374978
"RGAG4",0.0347151318213011,0.52972122093497,0.125675076977943,0.902218157853083,0.941318437630949,-6.20260478881992
"HOMER2",-0.0313371821902635,1.1568561265144,-0.125497844646974,0.902355267248474,0.941374686420476,-6.36912248352608
"EIF5A2",0.016885502662876,5.61013207645946,0.124896701972626,0.902820344261155,0.941722341022395,-7.09820189676074
"DBF4",0.0163423179851629,2.83069176619563,0.124851951333721,0.902854967336362,0.941722341022395,-6.74010696643668
"IL7",-0.0405025242007858,0.0131500728823314,-0.12437021477366,0.903227694904284,0.942024275771221,-6.06448156909103
"ARNTL",0.0253885851105016,1.15279455316417,0.12374980330063,0.903707753330239,0.94243808561582,-6.36835371858849
"TTC30A",0.0201044543875604,2.71915319789027,0.123361118466066,0.90400852809048,0.94245902785979,-6.71755638540355
"EMC10",0.0333234974920456,0.84095099932594,0.123314083354469,0.904044926187739,0.94245902785979,-6.28665781398433
"SWT1",-0.0194693197840832,3.59959437097735,-0.123269880241507,0.90407913295363,0.94245902785979,-6.88169008077459
"ATG10",0.0207991450479659,2.28866418592852,0.123180363147185,0.90414840675665,0.94245902785979,-6.62661904244103
"IMP4",0.025128888367576,0.700349155477894,0.12313382985501,0.904184417392703,0.94245902785979,-6.2492605650721
"CCDC8",0.0326136759693778,0.63580538796387,0.122983269740909,0.904300932618064,0.94245902785979,-6.23183500803622
"CLIP4",-0.0132818289876138,5.56979060716401,-0.122970409293085,0.904310885150131,0.94245902785979,-7.09558469633011
"B3GNT5",-0.0134201797273406,4.2758416801371,-0.122664704897232,0.904547470813781,0.942559815230046,-6.97736981706591
"GABARAP",-0.0104446158213198,6.90447788208839,-0.122630172039074,0.9045741965164,0.942559815230046,-7.17535327697548
"ZNF200",0.0196490843876367,2.32985425719964,0.121431281493528,0.905502119134818,0.94340994928762,-6.63570818735744
"RECK",-0.0180203219739847,2.40115286343584,-0.121360608392972,0.905556823615805,0.94340994928762,-6.65085087820425
"POLR2L",0.0250467251366824,2.32439079223657,0.120886737696935,0.905923636181595,0.943705205615425,-6.63456050872411
"CPD",-0.0101128976210845,6.02560410427841,-0.120678789283327,0.906084611557944,0.943786005687024,-7.12657981150345
"RPS18",-0.0243391995260228,0.934166181831236,-0.120111769726408,0.906523570547815,0.94415631450189,-6.31215636547095
"CTCF",-0.0152452117387001,3.51725259392097,-0.119888078350225,0.906696750497461,0.944232459472313,-6.86850426233335
"NMD3",-0.0112939903077152,7.03447723894361,-0.119687026304511,0.906852407583065,0.944232459472313,-7.18211363836612
"MRPL49",0.0196535988357498,4.01337972975143,0.119599178809852,0.906920421525581,0.944232459472313,-6.94409157923319
"CEP164",0.0214278329428887,1.22013626565907,0.119351330427228,0.90711231673803,0.944232459472313,-6.38567274678581
"TTC23",-0.0218975829057972,1.57806389163899,-0.119338869409075,0.90712196477422,0.944232459472313,-6.47086146260143
"ZNF322",0.0196665803650133,2.21570460341292,0.119286658226004,0.907162389841599,0.944232459472313,-6.61139205595633
"TYR",0.0247522496524972,4.01750040674877,0.119201810417438,0.907228084749836,0.944232459472313,-6.94469995114372
"AKAP8",-0.0194786244381637,2.42203208424156,-0.119155066378316,0.907264277453202,0.944232459472313,-6.65549996755692
"MAFG",-0.0266876809900033,0.618970890197914,-0.118887178498624,0.907471700353716,0.944361472408931,-6.22754089691803
"IGF1R",-0.0146325925425312,5.1314954244898,-0.118523217358561,0.90775352332985,0.944544036304728,-7.06258796426241
"LEPROT",-0.0109667067949974,6.012389750588,-0.118397175581939,0.907851123286801,0.944544036304728,-7.12604703404578
"DHDDS",-0.014419245239536,3.18817222763297,-0.118337201946313,0.907897564193568,0.944544036304728,-6.81047144853197
"ISYNA1",0.0213877687396866,1.99654789272917,0.117341328981653,0.908668776050725,0.945202202327702,-6.56405577236655
"RRBP1",0.0352901712726914,-0.0119337418977198,0.117304542977709,0.908697265304529,0.945202202327702,-6.05878319538634
"GDI1",-0.0249347865749914,2.40278091356417,-0.1170576289892,0.908888493538331,0.945204055762175,-6.65167473743955
"APOL2",0.0165540261211836,3.64223090163731,0.116883133890562,0.909023638919801,0.945204055762175,-6.88953837829334
"ZNF610",-0.0117361186518359,4.26159052256576,-0.116789444515121,0.909096202002939,0.945204055762175,-6.97636799854067
"TTC3",-0.0123664228536349,8.61977775057106,-0.116778397285686,0.909104758217128,0.945204055762175,-7.24808992523593
"RMDN2",0.0248080994546933,1.24259429438192,0.116752574453962,0.909124758362685,0.945204055762175,-6.39153482520523
"NGDN",-0.0101333330486586,5.65380774766247,-0.116655092507072,0.90920026008975,0.945204055762175,-7.10235188364891
"SUMF1",-0.0347081297813857,0.58757211225479,-0.116361438731741,0.909427706483098,0.945353651709348,-6.21947720439226
"SLC38A9",-0.0127839261348202,4.05388175872491,-0.116066538675171,0.909656126680271,0.945504232352312,-6.95003720208213
"DESI2",-0.0111270316411991,4.26063796533081,-0.115606699943153,0.910012320091765,0.945787581688098,-6.97640231861747
"OXSM",0.0157559634840383,3.15658547841154,0.115180535376895,0.910342447720847,0.945964825389826,-6.80502113990718
"PSKH1",-0.0306706482993365,-0.132679924678336,-0.11517070264131,0.910350064840461,0.945964825389826,-6.02729576262969
"ARPP19",0.00951557789864665,7.86995064940709,0.114782543512428,0.910650767339558,0.94605769817515,-7.21989624216363
"SMC3",-0.0177769306136168,5.93911146822854,-0.1147536291613,0.910673167545247,0.94605769817515,-7.12184959275288
"JPX",0.0157323657319268,3.16870883376501,0.114731548297096,0.910690273842132,0.94605769817515,-6.80735111499361
"DPP10",-0.0188574588775934,2.25116054138734,-0.114252432248998,0.911061462095817,0.946356416378791,-6.61967259928266
"ZNF470",0.017160084814273,3.42753473274389,0.114119884598471,0.91116415538611,0.946376208756548,-6.8541259631043
"SIX3",0.0176046480537555,2.9106965290896,0.113688871451162,0.911498100993265,0.946636164546929,-6.75762912329489
"SNORA4",-0.0249656573281537,0.584912692078999,-0.113487506281991,0.911654123254095,0.946711307325632,-6.21878791289889
"CERS2",-0.0126904590918899,3.40995949990014,-0.113342918258323,0.911766155699321,0.946740759083951,-6.85107917529553
"MID2",0.0158311749456019,2.65968714962771,0.112088592213032,0.91273814005628,0.94766306246438,-6.70657483101433
"FAM104A",0.0181309138466799,2.1982954282821,0.111723867772915,0.913020795070579,0.947869556493587,-6.60849560811495
"DCP1B",-0.0198295322367597,2.21923590571254,-0.110410565783033,0.914038684497289,0.948839239916222,-6.61312165648372
"FBXO31",-0.0574396816043014,-0.323741427100935,-0.10967361672455,0.914609935599101,0.949345144601764,-5.97836114368792
"VEZT",0.00984037014610362,6.53959910608486,0.109213160292081,0.914966887076405,0.949628538549764,-7.15803514523959
"SBNO1",-0.00857879705313369,7.08691223548267,-0.108859837750269,0.915240800296334,0.949825704425664,-7.18600201840576
"ARHGAP32",0.014892981366418,2.84709573974805,0.108052946308395,0.91586638563172,0.95033706356713,-6.74550222578889
"CDCA7L",-0.0232898475987168,0.963277024604932,-0.107934678799601,0.915958083781184,0.95033706356713,-6.32122980319202
"SMU1",-0.009715580163971,6.28586769675387,-0.107899309670442,0.915985507314461,0.95033706356713,-7.14390450720994
"XYLT2",-0.0371664297632387,-0.0589319321152193,-0.107640342708487,0.916186301394037,0.950458237853996,-6.04739518537768
"NCAPD2",0.0144153956556687,3.74786759505199,0.106266163124679,0.917251894571178,0.95147645646066,-6.90726881422547
"UHRF1BP1",0.011984129519913,4.38310054744579,0.106128394300232,0.917358735340349,0.951500054118256,-6.99211253153848
"MBD4",-0.0147993689858854,3.3312624199081,-0.105912003646055,0.91752655136654,0.95154419170421,-6.83790434770689
"ZNF473",0.0124078299540189,4.56537631788067,0.10585664903468,0.917569480838236,0.95154419170421,-7.01201436870715
"CCT6P1",0.0178809296341496,1.73195747413076,0.105732343622117,0.917665885108242,0.951556954728716,-6.50711492201649
"TVP23C",0.0139203219944974,2.64971931662734,0.105372113054846,0.91794526740974,0.951676523030571,-6.7052784407413
"OPHN1",0.0135739784818285,2.79980866615866,0.105277465890168,0.918018674375556,0.951676523030571,-6.73628505467031
"SNAP47",-0.0247036117103301,0.431524956513216,-0.105092171213904,0.918162388538349,0.951676523030571,-6.17844376643895
"NDST3",0.0511681430506893,-0.222571796355818,0.104891674514716,0.918317896788779,0.951676523030571,-6.00507218197355
"MT1E",0.0604089267132273,-1.17885001244668,0.104880969954767,0.918326199506352,0.951676523030571,-5.76982135704832
"GOLGA3",-0.0120037893030309,4.41986525171519,-0.104720343465942,0.918450786543261,0.951676523030571,-6.99632727292422
"TOMM6",-0.0112146888228466,5.96253090992576,-0.10470079072626,0.918465952428665,0.951676523030571,-7.12455308219478
"PRCC",0.0142538451741685,2.65131834433873,0.104632927294441,0.918518590277469,0.951676523030571,-6.70574144686265
"TAF1C",-0.0351649226433017,-0.290268269200295,-0.104607693985024,0.91853816244073,0.951676523030571,-5.98778576772339
"PIH1D1",-0.0231333558681959,1.72868515071614,-0.104473200456875,0.918642483010484,0.951697463400808,-6.5064423707984
"NDUFAF6",-0.0261378550234502,0.838461364401596,-0.103777235858306,0.919182336831191,0.952169563420757,-6.28855042003742
"C10orf25",0.0267906163408211,1.18813246606795,0.103182191068444,0.919643941676761,0.952560527286026,-6.37965623373507
"RTN4IP1",0.0166443241598806,2.63673978062645,0.103068151256001,0.919732411368455,0.952564964268565,-6.70277782023808
"PPP2R2A",-0.0124024768865905,4.6190125696392,-0.102427405891645,0.920229509173804,0.952992576999962,-7.01786311079068
"GPRASP1",-0.0244469797955937,1.56386004279288,-0.102216812971615,0.920392897406734,0.953074552407541,-6.46965823759903
"TLR1",-0.0244275100007597,0.442024265505746,-0.101757116102332,0.920749565889459,0.953356637814717,-6.18169848698814
"TLN1",-0.0204971923767212,1.87111262325887,-0.10124034002339,0.921150542526071,0.953607991591054,-6.53853679339415
"PEX5L",0.0311629806983174,0.596638062063543,0.101227018581593,0.921160879194894,0.953607991591054,-6.22388212188482
"ZNF696",-0.0271738473654446,0.481969028778559,-0.101112032674479,0.921250102242749,0.953613110134179,-6.19260158961831
"TUB",-0.0145393942565666,3.14849853351409,-0.100203645411161,0.92195500281981,0.954188121835052,-6.80505266106487
"COL4A5",-0.0104898911979401,6.62161189239724,-0.10017883225248,0.921974258596785,0.954188121835052,-7.16350719107154
"PGM5P2",-0.0366560488066212,0.0596853437593117,-0.0999136660173277,0.922180039029855,0.954313804794477,-6.07939666011678
"FAM69A",0.0127192524757849,4.09918340988389,0.0995792972893359,0.92243953203834,0.954495043897011,-6.95812954190676
"GPT2",0.0213335180935661,1.35179509804696,0.0993830672633437,0.922591824344265,0.95456533398458,-6.42028507495969
"MBTD1",0.0228596370707419,1.66150092500255,0.0987827162755135,0.92305777123252,0.954960106198771,-6.49210522182801
"KCNIP4",-0.0206442844667383,1.17224072175839,-0.098506684824471,0.923272016006622,0.955094428699481,-6.3762214692161
"TP73-AS1",0.0155767646630971,2.0054188807001,0.0983318733777242,0.92340770106811,0.955147466640979,-6.56817759993298
"MIR124-2HG",0.0299213438173691,1.30926146237958,0.0981916377349402,0.923516550934625,0.955172739837777,-6.41012941423463
"DDX59",0.0225367526800613,1.47114228884353,0.0979363778746293,0.923714685931903,0.955211833202661,-6.44849146777154
