"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"GNL3",-0.354530790044892,6.68905543080774,-3.42448274246688,0.00554241032318108,0.0280076384272544,-2.83944713598558
"DEPDC7",0.752763051584008,1.40439174251641,3.42406858391198,0.00554650233782491,0.0280076384272544,-2.22008521858341
"PARP4",-0.312935809301901,5.89721786665755,-3.42405883440871,0.00554659870313285,0.0280076384272544,-2.79740508426093
"PARVB",1.12172983809187,-0.22736345687499,3.42401096993682,0.00554707182637888,0.0280076384272544,-2.00279446091834
"OARD1",0.343048588059419,4.525064735864,3.42301711954319,0.00555690501062803,0.0280384618638297,-2.69648782253054
"ARHGAP26",-0.550902873017028,1.6001131301719,-3.42289317567105,0.00555813256390367,0.0280384618638297,-2.25668173180118
"TEX2",0.46715540893926,4.43537445663832,3.42229851698472,0.00556402598330323,0.0280556836011926,-2.68817427970094
"PODXL",-0.40394508490696,4.84626830150655,-3.4210649808688,0.00557627143297009,0.02810490479468,-2.72829020353624
"POPDC3",0.832415118611387,1.10759243980217,3.41929267356487,0.00559391356571274,0.0281411165167605,-2.17807786732364
"IPO13",0.548987661957198,2.94400134234079,3.41926383344357,0.00559420112108096,0.0281411165167605,-2.49009884987556
"L3MBTL1",0.65222871549486,1.5204022997021,3.41909486412479,0.00559588616220619,0.0281411165167605,-2.24958991441953
"AIFM3",1.26553773399036,-0.389170297222243,3.41908127116153,0.00559602174014102,0.0281411165167605,-2.00004865476179
"LPXN",0.541465454736281,2.48467585305756,3.41869180461832,0.00559990775526056,0.0281411165167605,-2.41370313610371
"GLT8D2",0.735912952763769,2.16092391105942,3.41863584407439,0.00560046634436298,0.0281411165167605,-2.35620085664397
"LOX",-0.655432616678799,4.53283174451407,-3.41859584819688,0.00560086561164336,0.0281411165167605,-2.70224583088749
"MSANTD3",-0.424938823943522,2.93183686405498,-3.41793911138192,0.00560742578789369,0.0281549048710073,-2.489879384569
"DCDC2",0.423318473854696,6.1487747755529,3.41782300059808,0.00560858644094127,0.0281549048710073,-2.8231744627378
"CARF",0.491742847838543,3.23751472945807,3.41660055321184,0.00562082103773551,0.0282038093312538,-2.54235661431729
"DPH7",0.525527920605013,2.00142466420943,3.41565521683151,0.00563030093006871,0.0282388541771841,-2.33720292870785
"EIF4G1",-0.583319046539898,1.6610492987619,-3.41539569055632,0.00563290633342613,0.0282394041483016,-2.27918442844618
"PANX1",-0.696833282062417,2.04098665524267,-3.41425773094786,0.00564434494762665,0.028276421926901,-2.34284590483
"THSD7A",-0.541290319730694,2.83562437635332,-3.41398850269407,0.00564705466392144,0.028276421926901,-2.479096223884
"GGCX",-0.392069545553249,3.63904157099688,-3.41391573088141,0.00564778732256264,0.028276421926901,-2.60677486933214
"RMST",0.467131474591674,4.73482864919304,3.41346606103098,0.00565231670455203,0.028286582712077,-2.73219503969242
"POLR3E",0.410526967238995,3.14767872511342,3.41250275016247,0.00566203232802287,0.028322677184606,-2.53634867247842
"FEZF2",0.569576671846736,1.74085256521884,3.41190179138933,0.00566810203474944,0.0283405101737472,-2.30001305563113
"SPHK1",-1.40314115920356,-0.602749559984495,-3.40792640220114,0.00570842143780504,0.0285282472609002,-2.00708956370566
"PSMD12",-0.348735178354465,4.33818529110514,-3.4077033841371,0.00571069200582757,0.0285282472609002,-2.70462763609692
"C11orf63",0.462153967054572,3.22002802663371,3.40680741076848,0.00571982329977252,0.0285612535908765,-2.55758035656853
"CNNM2",0.759302980762098,0.4235480406695,3.40643409606622,0.00572363233018527,0.0285676664384854,-2.10011458760441
"FBXO8",0.478182870955473,4.24767715074395,3.40486985718153,0.00573962088143743,0.0286348369812454,-2.69952381545431
"CXXC5",-0.544294780854002,1.83554801850109,-3.40424765089048,0.00574599331525141,0.0286424481042742,-2.32827102146462
"ZNF33B",0.528779816141535,5.02772325173435,3.40422658333732,0.00574620920872314,0.0286424481042742,-2.77281173319335
"SOCS5",0.354563588999308,3.85881135920491,3.40363899206404,0.0057522339940212,0.028659853651409,-2.65634449143905
"SYT11",-0.357758355796831,6.3426090696312,-3.40289654825969,0.00575985576761158,0.0286724112424697,-2.86065785831051
"DNM3OS",0.731299914011848,2.89898020093764,3.4027952035066,0.00576089695170438,0.0286724112424697,-2.508242400581
"LOC101927765",0.836999258887202,0.427012223737608,3.40254770419038,0.00576344048997648,0.0286724112424697,-2.10572859460048
"DCAF12",-0.399696706403593,3.99990428430438,-3.40240666441487,0.00576489046191944,0.0286724112424697,-2.67495204475539
"ZNF561-AS1",-0.56355912625388,2.75899667000733,-3.40187188836253,0.00577039166065684,0.0286871624078788,-2.48722818314619
"PTCHD4",-0.428836418000919,3.95751449630289,-3.40076050523329,0.00578184152977022,0.0287314610932587,-2.67229848111351
"JAK3",0.948975456889048,-0.0622599176700892,3.39786151347267,0.00581181733087182,0.0288677406052742,-2.05892534067721
"UQCRC2",0.321372580775133,7.30896476722825,3.39724057467635,0.00581825850094431,0.0288870535051272,-2.91689759411015
"AKR1B1",-0.443151808163656,4.17453986170849,-3.39542245888432,0.00583716028023254,0.0289559336882168,-2.70766478390894
"XPNPEP1",-0.310061187379763,6.35556716840814,-3.39541383487997,0.00583725008774393,0.0289559336882168,-2.87490787516632
"ARHGEF40",-0.980551381733585,1.16816218992432,-3.39491908927575,0.00584240456718216,0.0289688026633068,-2.22278108877613
"MAGEH1",0.337062067448239,4.46046753209453,3.39359625070278,0.00585620932953583,0.0290245328794121,-2.74292339713097
"KIRREL",-0.454578738451651,4.06563179485871,-3.39146766565589,0.00587849259434865,0.0291161749861936,-2.70179771949645
"IGIP",0.718857555102577,0.943288394678536,3.39133862874926,0.00587984620799403,0.0291161749861936,-2.20198471993705
"DCUN1D3",-0.716686047361763,1.34551327697287,-3.38940949096631,0.00590012110139793,0.0292037927656682,-2.26851541299902
"EML6",0.537978913460869,2.58240556162712,3.38858367367312,0.00590882210086932,0.0292340717408554,-2.48375938002014
"SAMD4A",-0.56840926398588,2.97395821331317,-3.38767376396144,0.00591842428954603,0.0292633511938998,-2.54894469081995
"POLR2F",-0.571814850187862,2.95372518180574,-3.38753286717682,0.00591991258354721,0.0292633511938998,-2.54499500402648
"PSMA7",-0.358835665812496,4.75851133640919,-3.38523063539126,0.0059442852848052,0.0293615475396176,-2.78532165547467
"RAB28",0.506926954634793,1.88036888130323,3.38516634786876,0.00594496733656773,0.0293615475396176,-2.37055777580725
"IGFBP7",-0.320514707242907,5.68044026764282,-3.38346819209799,0.00596301270202629,0.0294378223051604,-2.85688539763437
"SASH1",0.345713862273755,7.26077658906217,3.38112310743471,0.00598802459818029,0.0295484074698692,-2.94384287255961
"TMEM107",0.378116294048321,4.17777236156171,3.38043315057821,0.00599540382050779,0.0295618395995339,-2.73642062622218
"GALNT11",0.345654184105959,6.88514778681121,3.3803800725036,0.00599597188519048,0.0295618395995339,-2.92831016588807
"CCT8",-0.27212848635873,7.60566142911246,-3.3796845346529,0.00600342091362881,0.029585674058236,-2.96079941046519
"STAU2",-0.289638358918989,6.51913424298075,-3.37827931263596,0.00601849930841131,0.0296470699497928,-2.91430819613346
"LOC101928696",0.94369134234609,-0.38553548668466,3.37724915267527,0.00602957774280375,0.0296887172148931,-2.06840574560782
"GRIA2",0.480180695460162,4.05348692524009,3.37536006582566,0.00604994726636603,0.0297756584147381,-2.72992530685456
"KANK2",-0.54626601563723,1.81468414219942,-3.37509628958583,0.00605279707858775,0.0297756584147381,-2.37555688079479
"SLC39A10",-0.320263055180634,7.9275068067816,-3.37488049920304,0.0060551294752375,0.0297756584147381,-2.98196844525567
"EZH1",0.549370518720383,3.21448976785411,3.37398363791475,0.00606483314254925,0.029810420072956,-2.61402974322644
"NKTR",0.594552033085356,7.3978115521137,3.37314089609434,0.00607396572248205,0.0298374464008749,-2.96371946406443
"MPP5",0.340645219446756,6.5078631387817,3.37298971440337,0.00607560552431426,0.0298374464008749,-2.92321977211421
"QARS",0.326268311910455,5.49576451087637,3.37249405194845,0.00608098492814726,0.0298447770599123,-2.86468171418748
"BTN2A2",0.391829674392115,4.01101492646611,3.37236618257029,0.00608237347769844,0.0298447770599123,-2.73109719927456
"B4GALT6",-0.455786595749309,6.26579372950038,-3.37100649398554,0.00609715853415127,0.0299043557927705,-2.91367386049403
"DYNLT1",-0.297695059763927,7.42862215480773,-3.37034128391612,0.0061044052874715,0.0299269262685182,-2.97036964692005
"SLC2A13",0.412661739943527,3.96673729794435,3.36859435874036,0.00612347804822,0.0299968131147588,-2.73218713913917
"CROT",-0.333065749038107,5.89211487791131,-3.36855003776967,0.00612396273045452,0.0299968131147588,-2.89688307034936
"SFXN3",-0.464564877541356,3.75236529293709,-3.3675163503479,0.00613527796819214,0.0300355083754152,-2.70421808646408
"RYBP",-0.368270995256536,4.71880931237649,-3.36664065189548,0.00614488047287449,0.0300355083754152,-2.81513509637483
"USP46",0.322877181093799,6.03598240893149,3.36662156973775,0.00614508988963199,0.0300355083754152,-2.90908817630702
"GPRC5A",-0.787995021038526,1.52052069639541,-3.36635035703066,0.00614806709540618,0.0300355083754152,-2.33647535062698
"APTX",-0.338060253039106,4.8336680042525,-3.36627367613885,0.0061489091177694,0.0300355083754152,-2.82587210134827
"CCNE2",-0.929643849682652,1.91643541586437,-3.36596376260252,0.00615231343475252,0.0300355083754152,-2.40249279783712
"THRA",0.755043747908316,1.05500701969581,3.36578165000081,0.00615431478974035,0.0300355083754152,-2.26246755835398
"MEGF9",0.3678657671061,4.98083830843283,3.36567495218853,0.00615548767065744,0.0300355083754152,-2.83912084119594
"INPP5D",-0.901090035475209,0.855879018890531,-3.3656508280948,0.00615575288754642,0.0300355083754152,-2.22388523281641
"RASL11B",0.852273510540275,1.33573697922719,3.36471544241877,0.0061660453810208,0.0300629436376907,-2.30858927083963
"HECTD4",0.335635047540241,4.17223898392583,3.36433932411029,0.00617018893745523,0.0300629436376907,-2.76489009494467
"HSF2",0.407793726456565,6.58477283187384,3.36433830488298,0.00617020016976455,0.0300629436376907,-2.94257865927962
"SEC61G",-0.341413652383654,6.55778988031176,-3.36399304112503,0.00617400632084348,0.0300629436376907,-2.94190222379628
"IQCK",0.315089535116155,6.45480002688756,3.36393374144627,0.0061746602752093,0.0300629436376907,-2.93685271335975
"CNOT6L",0.325853072422006,5.15191721046644,3.36312619264443,0.00618357292657533,0.0300933882426666,-2.85703879177032
"KIAA0922",-0.87625585152367,0.473247967282914,-3.36042326294551,0.00621349986853903,0.0302260322495783,-2.18003835033048
"KIAA1107",0.565619758729683,3.34166525681155,3.35948359224181,0.00622393851584411,0.0302638007334663,-2.6591507159293
"BRWD1",0.603905952536869,7.14645693322008,3.35876111219164,0.00623197659111295,0.0302898690414274,-2.97875044818135
"SNRNP200",0.367353467739849,5.8558768518076,3.35847996322239,0.0062351074233926,0.0302912605999814,-2.91293087728268
"PCBP2",0.317104635934532,4.75197603556701,3.35802768004016,0.00624014734713035,0.0302912605999814,-2.83395809228311
"SEPSECS-AS1",1.06831528676795,-0.345915515768989,3.358014510324,0.00624029416337222,0.0302912605999814,-2.10054300628501
"SMARCE1",-0.260137687758117,7.66631308853021,-3.35775818977556,0.00624315233135541,0.0302916431693138,-3.00278884067027
"TCEB1",-0.297475338540299,5.662497836233,-3.35752737603119,0.00624572722174186,0.0302916431693138,-2.90244643768006
"PDCD10",-0.283109266222255,6.33581535727988,-3.35594808319577,0.00626337443489395,0.0303621072572657,-2.94496250206666
"MID1",-0.275832635776362,7.27453787200444,-3.35566536220521,0.00626653895715219,0.0303621072572657,-2.99029957628447
"GRAMD1B",0.518859260848677,2.57501462078625,3.35550755522461,0.00626830601440324,0.0303621072572657,-2.54118195179182
"RIBC2",1.15593465130562,-0.00095144195427683,3.35515730520153,0.00627222978512,0.0303681129733132,-2.13328144510918
"TGFB2",-0.804810361437435,3.21579626181341,-3.35447180970264,0.00627991648477114,0.0303923246472136,-2.64235191523092
"ZNF652",0.278726159401885,7.54675115196913,3.35332482103923,0.0062927995610194,0.030430462538225,-3.00600692810642
"CATSPER2P1",1.00455760442483,-0.575271249909932,3.35329137468155,0.00629317563760023,0.030430462538225,-2.09641900455554
"FAAH2",0.593946804535832,1.44320582858995,3.35204459842433,0.0063072109682654,0.0304853020529359,-2.35380710970186
"UTP15",-0.432880781949965,4.86113981937351,-3.3504642485073,0.00632504732331798,0.0305584587802489,-2.85607653772913
"BRCA2",0.587928213772829,3.15439645710038,3.350188916171,0.00632816007303769,0.0305604486668466,-2.64626114791812
"SLC2A14",-1.1103731542184,0.843908409933114,-3.34960269459098,0.00633479276319676,0.0305774152097691,-2.24609359773158
"TMEM26",0.960633094451133,0.679359455595323,3.34940085334767,0.00633707809694287,0.0305774152097691,-2.22899570338707
"ZNF649",-0.328217255514623,4.65282454533594,-3.34705795082868,0.00636366704774719,0.0306926226109376,-2.84447143224249
"RPL21",0.305939632398784,7.30155265693908,3.34671597207061,0.0063675575724257,0.0306932313042633,-3.00764968086858
"IFT80",0.396614245309709,6.40541314179116,3.34618823015186,0.00637356619308226,0.0306932313042633,-2.96610896468696
"CIRBP",0.37558247045876,3.59600345490053,3.34611192989387,0.00637443539004351,0.0306932313042633,-2.7231527231719
"RFK",-0.439940026511757,3.74523166330375,-3.34609364473469,0.00637464370879529,0.0306932313042633,-2.74202937163142
"PPAPDC1B",-0.365534908685227,4.58432007478528,-3.34562305745907,0.0063800073936812,0.0307059904974491,-2.84052310383775
"TBC1D7",-0.515918651936641,2.8987173153668,-3.34422793578006,0.00639593584351712,0.0307695638050154,-2.61348598216828
"IL11",-2.51216779921987,-1.52565015059669,-3.34294058238888,0.00641066984204604,0.0308123024857509,-2.13539808067561
"UPP1",-1.32725484419424,-0.616300840442083,-3.34280773932848,0.00641219222381481,0.0308123024857509,-2.10907304536763
"RPL34",0.292288923238832,8.30997085533614,3.34252592498398,0.00641542303723074,0.0308123024857509,-3.05425502800749
"ZNF804A",-1.11500105612888,0.0118276035907641,-3.34250070064051,0.00641571229840293,0.0308123024857509,-2.15239303211525
"CEP95",0.33710072216454,5.14185774146991,3.3375248050662,0.00647303437508571,0.0310727685598123,-2.90224748599452
"PLCD4",-1.3523987901303,0.885367079465837,-3.33731708288631,0.00647543864463432,0.0310727685598123,-2.26506552753091
"EMC1",-0.366819632946717,5.09139169746775,-3.33675955573852,0.00648189621462224,0.031090570440208,-2.89953351055717
"BTC",0.807619334138688,2.78220255768069,3.3363462864021,0.00648668715109015,0.0311003665739767,-2.60554286227498
"CRISPLD1",-0.372237205439425,4.02082426656727,-3.33567178086705,0.0064945142926023,0.0311247053031745,-2.79728693088126
"CH17-340M24.3",0.450459406337816,2.45893370706024,3.33519932543504,0.00650000252308613,0.0311378190299405,-2.55751638446399
"NUDT2",0.433793018953752,3.6503734246421,3.33455381474057,0.00650750867442593,0.0311605842789375,-2.75119611526024
"UG0898H09",0.62746584303434,3.30716003465667,3.33413401691284,0.00651239492324835,0.0311707904215546,-2.69804199648168
"B4GAT1",0.475829955806037,2.71861535477077,3.33022367067696,0.00655808952571574,0.0313762295913208,-2.61083511987815
"RFX4",-0.578159772321488,3.48915928558347,-3.32957513064233,0.00656569961031639,0.0313993622530558,-2.73263319393998
"OLFML2A",-0.644734099154374,2.96356673488942,-3.32888994860665,0.00657374943463206,0.03142457746213,-2.64975891296709
"SDHD",0.282339445731338,6.84423379787538,3.32755876574053,0.00658941752545892,0.0314768442962207,-3.02160289210621
"FBXO9",0.458722024978533,3.22811748065727,3.32748838734685,0.00659024694102934,0.0314768442962207,-2.70007253836839
"BCAR3",-0.582684382634116,2.67865644153531,-3.32581466537334,0.00661000327846203,0.0315578848505476,-2.60817588446313
"FASTKD2",-0.288016414825763,7.00767309358442,-3.32257922720502,0.00664836509474703,0.031727647004244,-3.03810872104536
"C1orf158",0.651510536676374,1.97951169660388,3.32109636790908,0.0066660227264181,0.0317985021709194,-2.49811592356444
"LOC101928590",0.846795668193456,2.78456756859242,3.3195585891972,0.00668438479365472,0.0318726565276878,-2.63476830085233
"MUSK",1.04144279039224,-0.064459745652574,3.31859118222347,0.00669596264871618,0.031914413382571,-2.18718600736102
"GPI",0.3427345240008,5.85303336591959,3.31826679273077,0.006699849489582,0.031919493462998,-2.98516523645185
"TPMT",-0.281046112922914,6.01489385521806,-3.31676576316699,0.00671786479524958,0.031991851918455,-2.99750976119909
"LARS",-0.294166649657416,8.27111363484553,-3.3158479350322,0.00672890483806482,0.0320309458320166,-3.10100773022038
"SLC16A2",-0.360160923789648,3.88075525283761,-3.31496013663671,0.00673960125165651,0.0320442057423413,-2.81667436138729
"HIST2H2BE",0.787004730973565,1.44795259648262,3.31470510231769,0.00674267716860052,0.0320442057423413,-2.41721880642882
"CCT6A",-0.30138323176693,5.68682074410168,-3.31468826674545,0.00674288026930486,0.0320442057423413,-2.98102704970764
"SYPL1",0.319509154415599,6.78060890358396,3.31467681205392,0.00674301845978918,0.0320442057423413,-3.04175088303468
"WDR43",-0.353174087398864,4.70286888757608,-3.31399904059892,0.00675120029544174,0.0320696185318738,-2.90824540008266
"SIK2",-0.500438812608972,2.44289425715338,-3.31337899913775,0.00675869408882976,0.032091743019349,-2.59098651816212
"CENPE",0.979453061267875,2.93487823566124,3.30867622370073,0.00681580809430716,0.032349357628811,-2.67725066686417
"COQ7",0.397125937873505,3.25324048158035,3.30757085941265,0.00682930364630525,0.0323998200242951,-2.74011585304965
"RNF207",1.18068576845264,-0.463263898547995,3.30695376411261,0.00683684968331422,0.032422026054778,-2.1742233792538
"PSMD6-AS2",0.527774771874022,4.53569842373519,3.30436143663279,0.00686864233781105,0.0325591487441693,-2.90887920645094
"UBXN10",0.37057479840583,5.09521776767204,3.30371123745702,0.00687664005253674,0.032583409629168,-2.95937358888054
"SLC25A26",-0.370248636596113,3.60840322933624,-3.30253704515952,0.006891107123712,0.0326270365207567,-2.80158067615519
"PIR",0.576163054060228,2.03498422545188,3.30249591610018,0.00689161443080941,0.0326270365207567,-2.54085020969807
"CCDC144NL-AS1",-0.509248322977573,2.9450177197154,-3.30163694355482,0.00690221813542645,0.0326635709754707,-2.69734872362005
"GALNT18",0.506973586273713,2.58881899045912,3.2997439397673,0.006925645251537,0.0327607341225507,-2.64203981079791
"BIRC3",-1.30614896982487,0.063571108200564,-3.29936458571491,0.0069303497240787,0.0327667308708894,-2.22578144342845
"MITD1",-0.333552107280596,4.14877409518139,-3.29917478603433,0.00693270470215725,0.0327667308708894,-2.87817072191754
"NQO2",0.544438614330994,1.96580771807827,3.29835402404713,0.00694289785405093,0.0328012063543158,-2.53668150378953
"MIR17HG",-0.475599089082191,2.79005906809672,-3.2978455717286,0.00694922004159963,0.0328173726088063,-2.67835753493809
"NEK7",0.549534029204474,4.34999411248062,3.29669608224404,0.00696353460727337,0.0328712532671248,-2.90347695623914
"GOSR2",-0.338788237639966,5.45489658352898,-3.29642369722051,0.00696693100770112,0.0328735714562711,-2.99846653835044
"ALMS1-IT1",0.633707731041752,1.38582892869972,3.29507925596335,0.00698371971629595,0.0329390531846139,-2.442385660007
"FAM86C1",-1.67478814447526,-0.968602994487176,-3.29370283769972,0.00700095039518526,0.0330065640506338,-2.17764868787249
"ZFP36",-0.804730922937263,0.456955832151231,-3.29324964403101,0.00700663315852509,0.0330195977462355,-2.29100455295362
"COPS5",-0.303530831968636,5.62871694638478,-3.29245695295901,0.00701658429433293,0.0330527274314643,-3.01728492516901
"FAM129A",0.622658003356055,1.55360396822541,3.29103383858729,0.00703448562183292,0.0331149115558966,-2.47769512135283
"ADAT1",-0.424064127232558,3.31670577190058,-3.29094232953891,0.00703563830140304,0.0331149115558966,-2.77767539086194
"NXPE3",-0.540869191623489,2.6812191159571,-3.29009557828978,0.00704631339414033,0.0331513663429097,-2.67263180935334
"ZFP2",0.455786178135749,2.98959495216005,3.28862578495396,0.00706488240113887,0.0332148800874949,-2.73022531453544
"PMEL",0.655714330960099,0.880451091520907,3.28856241115892,0.00706568416885551,0.0332148800874949,-2.36913717019716
"ICT1",0.426542542804536,3.37621715370739,3.28816053334409,0.00707077064440156,0.033224987475666,-2.79355719914621
"TEAD1",-0.3033964496645,6.3774056831075,-3.28704758141493,0.00708487647666868,0.0332774501176862,-3.07118408209902
"SLCO3A1",0.436089744864372,3.56406197519617,3.28616059416766,0.00709613887527477,0.0333165192422133,-2.82512442590859
"INPP5F",-0.460092312882888,3.63373586785131,-3.28514862865391,0.00710901041568908,0.0333631077783169,-2.83544967008372
"PNKD",0.419748722217682,3.4460011318702,3.28435958752977,0.00711906298213339,0.0333964335169317,-2.81124560654652
"COL4A6",-0.321859030422235,5.06992668196927,-3.28365423344218,0.00712806159799442,0.0334247894659373,-2.99346995727906
"REST",-0.313758423685897,5.71800854744752,-3.28300849038177,0.00713630986655635,0.0334391711528114,-3.03996049624974
"CIB4",1.5799586526904,-1.14100557066632,3.28295143011422,0.00713703918109055,0.0334391711528114,-2.1947015596234
"ZNF850",-0.415830582820474,2.9619519349965,-3.28193253993708,0.00715007487548564,0.0334863812980629,-2.73630016057629
"SOS1",0.441950620874312,5.17647757896357,3.27650426814847,0.00721993360507786,0.0337910223580477,-3.01402153551873
"BTD",0.380067610274924,3.80062508341867,3.27641446114716,0.00722109518884306,0.0337910223580477,-2.87587429997982
"LOC643711",-0.598570740370835,1.56716395951598,-3.27521528390019,0.0072366238399273,0.0338358719360132,-2.50751665406127
"KIAA1715",0.35160712538178,6.04336682578131,3.27502421618113,0.0072391011910945,0.0338358719360132,-3.07428879514655
"MFSD8",0.362748426445743,5.49285360444203,3.27498185554789,0.00723965054857163,0.0338358719360132,-3.0397247206367
"TWISTNB",-0.427436549272402,4.94880140138864,-3.27392678565611,0.00725334699923817,0.0338858882313707,-3.0008371915777
"SHISA5",-0.667689148582204,2.49179341226062,-3.27295554453475,0.00726597851494048,0.0339308901760427,-2.66771931305599
"CFAP61",0.486108736670242,3.07058319345989,3.27266258523055,0.0072697929986345,0.033934697928857,-2.77205418177416
"SRGAP3",0.513862006109473,2.59207106314211,3.27223086391778,0.00727541794832958,0.033937991249861,-2.69139160302369
"CLDN10",0.613891880362256,2.28214576430036,3.27201819021586,0.00727819052685699,0.033937991249861,-2.63682339739777
"LOC401320",0.430632523176618,3.53209644320454,3.27190687139611,0.00727964219325901,0.033937991249861,-2.84592370684723
"MDM4",0.410605181873914,5.63263275620224,3.27146451332236,0.00728541372691566,0.033937991249861,-3.0552452641498
"AKIRIN1",-0.362823396715183,3.9395583488732,-3.27131030139059,0.00728742685422494,0.033937991249861,-2.90233730899593
"SH3BP4",-0.481104323823891,2.50274829662024,-3.27122851043532,0.0072884948066427,0.033937991249861,-2.67574438247717
"SBDSP1",-0.411048526915489,3.58374506679028,-3.26956287421864,0.00731027783264868,0.0340254190359604,-2.85651540168061
"APC",-0.520083864484328,7.52727556536094,-3.26902623975942,0.00731730997502326,0.0340441457102748,-3.15680168933489
"ST6GALNAC2",0.838755214386186,0.497608260327393,3.26787546651542,0.00733241308656865,0.0341003921391386,-2.34245563596818
"PCYOX1",0.293382446705166,6.46489455402844,3.26697807688194,0.00734421270353052,0.0341412353083188,-3.11200469989288
"UBA3",-0.28698261475661,7.40072968779424,-3.26631645053259,0.0073529246730619,0.0341676971974108,-3.15673152907114
"MAP1LC3C",-0.971083830956673,0.311272235840821,-3.26228881327412,0.0074061857333263,0.0343896784293759,-2.32104707903214
"HPS4",0.375672461774418,4.5816933836325,3.26224450257512,0.00740677386941132,0.0343896784293759,-2.99012992259696
"COX4I1",0.265988754175547,7.20106184284164,3.26179998624951,0.0074126765640396,0.0343944256190409,-3.15639454717603
"UTP3",-0.45442820975956,2.82379371024347,-3.26163284815553,0.00741489721337528,0.0343944256190409,-2.74849476661281
"DNAJC8",-0.284810971625838,6.98015667815859,-3.26148098757919,0.00741691546711973,0.0343944256190409,-3.14694940600913
"GTF2E2",-0.49948539350975,2.20240742187938,-3.26053782079899,0.00742946282898452,0.0344384973002703,-2.64266669917119
"RPE",-0.289849393653155,5.86402644772881,-3.25987826571426,0.00743824999734047,0.0344651100409121,-3.090826279332
"RPL23AP53",-0.358162007255473,3.76985477751209,-3.25951220756386,0.00744313150109794,0.0344658950521267,-2.90118783475107
"CBFB",0.325858347512372,5.11181989537859,3.2594087680939,0.00744451148982745,0.0344658950521267,-3.04034700284515
"GUCY1A2",0.592190293449549,5.64742736995291,3.25904625355394,0.0074493498589933,0.0344741896337461,-3.07798299486429
"TRAK2",-0.304518801424648,4.96024364607949,-3.25805365809026,0.00746261408551635,0.0345194507368462,-3.03086872355375
"MRPL15",0.429448627995747,2.92509796366865,3.25785799210381,0.00746523163526845,0.0345194507368462,-2.77465200811692
"KCND2",-1.25986691184486,0.0810439810421271,-3.25577734355387,0.00749312359251945,0.034634270199901,-2.29913575322419
"HECA",0.483654250806866,3.37896533413462,3.25484678014835,0.00750563243431359,0.0346779220066388,-2.85263022949257
"RPS3A",0.320533979744251,9.01403025731258,3.25444089322488,0.00751109510186846,0.0346889963582211,-3.23705999196008
"FUCA1",0.603579394257702,1.82154117784674,3.25385478583823,0.00751899041376683,0.0347112919346274,-2.58873365730078
"FCHO2",0.522644075289447,5.24137839590486,3.25218838353362,0.00754148422534242,0.034800935566782,-3.06224925782279
"PHF20",-0.291590650578827,5.2145601611558,-3.25195925985124,0.00754458237761374,0.0348010393814511,-3.06151188090965
"SLC6A20",-0.379640338456328,5.82458895943832,-3.25136893208095,0.00755257059968499,0.0348236904382379,-3.10342047708512
"APEX1",-0.274146388671642,6.13841537570315,-3.25027174469532,0.00756744040340316,0.0348780399855425,-3.12432469972998
"IRF2BPL",-0.523762843380621,2.33312047866697,-3.24973745396307,0.00757469222831817,0.0348940328962323,-2.6839752474155
"WBSCR22",-0.388627076450051,3.64828663023289,-3.24956178354912,0.00757707811100687,0.0348940328962323,-2.90158307999397
"CPEB2",-0.360740902425899,6.50795206068036,-3.24874453879494,0.00758818763272824,0.0349309776502523,-3.14687780586746
"SRP14-AS1",0.446456689774075,2.72176579408126,3.24629388938295,0.0076216007690468,0.0350705216355285,-2.76008856771572
"TWF1",-0.32900517563727,5.66347287472424,-3.24553551493725,0.00763197100496699,0.0351039641956104,-3.10387430951351
"FDPS",-0.358325719529919,5.94570077419792,-3.2444906228393,0.00764628265245605,0.0351496097052193,-3.1232784549469
"CWC27",-0.280774072898008,5.53561582197517,-3.24435751610977,0.0076481077414273,0.0351496097052193,-3.09766175275753
"PDCD11",-0.495313075523847,2.25083733933294,-3.24301376386601,0.00766655736207876,0.0352200960421929,-2.68199088582268
"ECD",-0.304265338810451,5.08414677593817,-3.24164913767104,0.00768533984962687,0.0352920537331688,-3.0700833871939
"PPIL4",-0.29829180402598,6.36973561462104,-3.24031885085038,0.00770369468584334,0.0353619900082423,-3.15492631021937
"LOC653653",1.0030518296623,-0.510629439005299,3.23988185814359,0.00770973386985054,0.0353639860079118,-2.27960143363751
"LOC202181",0.714377257617661,1.68197914074041,3.2398351008675,0.00771038033420402,0.0353639860079118,-2.58700524579555
"N4BP2L2",0.339765733764607,7.33200627992139,3.23867506671417,0.00772643656143725,0.0354232697296039,-3.20368108078577
"BLID",-1.43527585921706,-0.765970062706873,-3.23731272022243,0.00774533639141356,0.0354955371684263,-2.26796131381342
"SERPINI2",0.868415845002366,3.44762809103656,3.23708173107757,0.00774854555542979,0.0354958675950154,-2.88835151102904
"ZNF10",0.41763328809991,4.99466140863253,3.2363964604335,0.00775807406237014,0.0355251347696148,-3.07217975997769
"GPSM2",0.612820830751669,1.93279209008385,3.23572198772484,0.0077674640463414,0.0355537442088806,-2.63978895499214
"GATC",-0.371211112891109,3.58248792983135,-3.23451206868015,0.00778433742546534,0.0356165701452245,-2.91919502237726
"ETV3",-0.796996491892855,0.350939038185139,-3.23419674809026,0.00778874095773695,0.0356206038271492,-2.37567123804889
